Age,Gender,Education,Income,Occupation,Ethnicity,Marital Status,Household Size,Num Children,State,Home Ownership
35, Gender: Female, Education level: Bachelor's Degree,75000, Occupation: Marketing Manager, Ethnicity: Caucasian, Marital status: Married,4,2, State of residence: CA, Home ownership: own
35, Male, Bachelor's Degree,60000, Engineer, Caucasian, Married,4,2, California, Own
33, Male, Bachelor's Degree,75000, Engineer, Caucasian, Married,3,2, California, Own
35, Gender: Female, Education level: Bachelor’s Degree,75000, Occupation: Teacher, Ethnicity: Hispanic, Marital status: Married,4,2, State of residence: CA, Home ownership: Own
45, Male, Bachelor's Degree,75000, Marketing Manager, Caucasian, Married,4,2, California, Own
34, Male, Bachelor's Degree,65000, Software Engineer, Caucasian, Married,4,2, California, Own
34, Male, Bachelor's Degree,75000, Engineer, Caucasian, Married,4,2, California, Own
34, Male, Bachelor's Degree,75000, Engineer, Caucasian, Married,4,2, California, Rent
30,Male,Bachelor's Degree,65000,Engineer,Caucasian,Married,4,2,California,own
29, Male, Bachelor's Degree,60000, Marketing Specialist, Caucasian, Married,4,2, California, Rent
35, Female, Bachelor's degree,65000, Marketing Manager, Caucasian, Married,4,2, California, Own
35, Male, Bachelor's Degree,75000, Engineer, Caucasian, Married,4,2, California, Own
35, Gender: Female, Education level: Bachelor's Degree,75000, Occupation: Marketing Manager, Ethnicity: Hispanic, Marital status: Married,4,2, State of residence: CA, Home ownership: Own
35, Male, Bachelor's Degree,60000, Engineer, Caucasian, Married,4,2, California, Own
35, Gender:Female, Education level:Bachelor's Degree,60000, Occupation:Marketing Specialist, Ethnicity:White, Marital status:Married,4,2, State of residence:California, Home ownership:own
35, Male, Bachelor's Degree,60000, Engineer, Caucasian, Married,4,2, California, Rent
45, Female, Bachelor's degree,75000, Marketing Manager, Caucasian, Married,4,2, California, Own
35, Male, Bachelor's Degree,75000, Marketing Manager, Caucasian, Married,4,2, California, Own
35, Male, Bachelor's degree,60000, Engineer, Caucasian, Married,4,2, California, Own
35, Gender: Female, Education level: Bachelor's Degree,75000, Occupation: Marketing Specialist, Ethnicity: Caucasian, Marital status: Married,4,2, State of residence: California, Home ownership: own
35, Female, Bachelor's Degree,75000, Marketing Manager, Caucasian, Married,4,2, California, Own
35,Female,Bachelor's Degree,75000,Marketing Specialist,Caucasian,Married,4,2,California,own
25, Male, Bachelor's Degree,50000, Engineer, Caucasian, Single,2,0, California, rent
35, Male, Bachelor's Degree,60000, Software Engineer, Caucasian, Married,4,2, California, Own
35, Female, Bachelor's Degree,60000, Marketing Manager, Caucasian, Married,4,2, California, Own
29, Male, Bachelor's Degree,60000, Software Engineer, Caucasian, Married,4,2, California, Own
35, Male, Bachelor's,70000, Software Engineer, Caucasian, Married,4,2, California, Own
35, Male, Bachelor’s Degree,70000, Engineer, White, Married,4,2, California, Own
25, Male, Bachelor's,55000, Engineer, Caucasian, Married,3,2, New York, rent
38, Male, Bachelor's Degree,75000, Teacher, Caucasian, Married,4,2, California, Own
25, Male, Bachelor's Degree,55000, Engineer, Caucasian, Single,2,0, California, Rent
35, Male, Bachelor’s Degree,60000, Engineer, Caucasian, Married,4,2, California, Own
35, Gender: Female, Education level: Bachelor's Degree,75000, Occupation: Marketing Specialist, Ethnicity: Caucasian, Marital status: Married,4,2, State of residence: CA, Home ownership: Own
35, Male, Bachelor's Degree,75000, Teacher, Caucasian, Married,4,2, California, Own
30, Male, Bachelor's Degree,75000, Engineer, Caucasian, Married,4,2, California, Own
35, Male, Bachelor's Degree,60000, Engineer, Caucasian, Married,4,2, California, Rent
35, Gender:Female, Education level:Bachelor's,75000, Occupation:Marketing Manager, Ethnicity:Caucasian, Marital status:Married,4,2, State of residence:California, Home ownership:own
25, Male, Bachelor's Degree,60000, Software Engineer, Caucasian, Married,4,2, California, Rent
35, Gender: Female, Education level: Bachelor's Degree,75000, Occupation: Marketing Manager, Ethnicity: Caucasian, Marital status: Married,4,2, State of residence: CA, Home ownership: own
30, Male, Bachelor's degree,60000, Marketing Specialist, Caucasian, Single,2,0, California, Rent
34, Male, Bachelor's Degree,60000, Engineer, Caucasian, Married,4,2, California, Own
34, Male, Bachelor's Degree,75000, Sales Manager, Caucasian, Married,4,2, California, Own
35, Male, Bachelor's Degree,60000, Engineer, Caucasian, Married,4,2, California, Own
34, Male, Bachelor's Degree,85000, Marketing Manager, Caucasian, Married,4,2, California, Own
35, Male, Bachelor's Degree,60000, Engineer, Caucasian, Married,4,2, California, Own
30, Male, Bachelor’s Degree,60000, Software Engineer, Caucasian, Married,4,2, California, Rent
34, Male, Bachelor's Degree,60000, Engineer, Caucasian, Married,4,2, California, Rent
25, Male, Bachelor's degree,60000, Engineer, Caucasian, Married,4,2, California, Rent
35, Male, Bachelor's Degree,75000, Software Engineer, Caucasian, Married,4,2, California, Rent
35, Male, Bachelor's Degree,75000, Engineer, Caucasian, Married,4,2, California, Own
30, Male, Bachelor's Degree,75000, Engineer, Caucasian, Married,4,2, California, Own
35, Male, Bachelor's Degree,60000, Software Engineer, Caucasian, Married,4,2, California, Own
25, Male, Bachelor’s Degree,60000, Teacher, Caucasian, Married,3,2, California, Rent
25, Male, Bachelor's Degree,60000, Marketing Manager, Caucasian, Married,4,2, California, Rent
35, Male, Bachelor's Degree,60000, Engineer, Caucasian, Married,4,2, California, Own
35, Male, Bachelor's degree,60000, Software Engineer, Caucasian, Married,4,2, California, Own
25, Male, Bachelor's Degree,60000, Engineer, Caucasian, Married,4,2, California, Own
45, Male, Bachelor's Degree,75000, Engineer, Caucasian, Married,4,2, California, Own
35, Male, Bachelor's Degree,75000, Engineer, Caucasian, Married,4,2, California, Own
25, Male, Bachelor's Degree,60000, Software Engineer, Caucasian, Married,4,2, California, Rent
25, Female, Bachelor's degree,60000, Marketing specialist, Caucasian, Single,2,0, California, Rent
25, Male, Bachelor's Degree,60000, Marketing Specialist, Caucasian, Married,4,2, California, Own
32,Male,Bachelor's Degree,60000,Engineer,Hispanic,Married,4,2,California,own
32, Male, Bachelor's Degree,60000, Marketing Manager, Caucasian, Married,4,2, Texas, Own
35, Male, Bachelor's Degree,60000, Engineer, Caucasian, Married,4,2, California, Own
35, Male, Bachelor's Degree,60000, Teacher, Caucasian, Married,4,2, California, Own
30, Female, Bachelor's,60000, Marketing Specialist, Caucasian, Married,4,2, California, Rent
25, Female, Bachelor's Degree,55000, Marketing Specialist, Caucasian, Single,2,0, California, Rent
35, Male, Bachelor's Degree,60000, Software Engineer, Caucasian, Married,4,2, California, own
35, Male, Bachelor's Degree,60000, Engineer, Caucasian, Married,4,2, California, Own
30, Male, Bachelor's Degree,55000, Engineer, Caucasian, Married,4,2, California, Rent
35, Male, Bachelor's Degree,60000, Software Engineer, Caucasian, Married,4,2, California, own
34, Male, Bachelor’s Degree,75000, Software Engineer, Caucasian, Married,4,2, California, Own
25, Male, Bachelor's Degree,55000, Marketing Specialist, Hispanic, Single,2,0, California, Rent
34, Female, Bachelor's Degree,60000, Marketing Manager, Caucasian, Married,4,2, California, Own
32, Female, Bachelor's Degree,60000, Marketing Manager, Caucasian, Married,3,2, California, Own
29, Male, Bachelor's Degree,60000, Software Developer, Caucasian, Married,4,2, California, Rent
29, Male, Bachelor's Degree,60000, Engineer, Caucasian, Married,4,2, California, Own
25, Male, Bachelor's Degree,60000, Engineer, Caucasian, Single,2,0, California, Rent
35, Male, Bachelor's Degree,60000, Engineer, Caucasian, Married,4,2, California, Own
35, Male, Bachelor's Degree,60000, Sales Representative, Caucasian, Married,4,2, California, own
35, Female, Bachelor's Degree,60000, Marketing Specialist, Caucasian, Married,4,2, California, Own
29,Female,Bachelor's Degree,75000,Marketing Specialist,Hispanic,Married,4,2,California,own
37, Male, Bachelor's,75000, Software Engineer, Caucasian, Married,4,2, California, Own
35, Male, Bachelor's,75000, Engineer, Caucasian, Married,4,2, California, Own
35, Male, Bachelor's degree,75000, Engineer, Caucasian, Married,4,2, California, Own
30, Male, Bachelor's Degree,75000, Software Engineer, Caucasian, Married,4,2, California, Own
34, Male, Bachelor's Degree,60000, Engineer, Caucasian, Married,4,2, California, Own
28, Male, Bachelor's Degree,60000, Engineer, Caucasian, Married,4,2, California, Rent
25, Male, Bachelor's degree,60000, Engineer, White, Single,1,0, California, rent
34, Male, Bachelor's Degree,60000, Software Engineer, White, Married,3,2, California, Own
30, Female, Bachelor's Degree,60000, Teacher, Caucasian, Married,4,2, California, Rent
35, Male, Bachelor's Degree,60000, Software Engineer, Caucasian, Married,4,2, California, Own
35, Male, Bachelor's Degree,60000, Marketing Manager, Caucasian, Married,4,2, California, Own
35, Male, Bachelor's Degree,60000, Software Engineer, Caucasian, Married,4,2, California, Own
35, Gender: Female, Education level: Bachelor's degree,75000, Occupation: Marketing Manager, Ethnicity: Hispanic, Marital status: Married,4,2, State of residence: CA, Home ownership: own
35, Female, Bachelor's Degree,75000, Marketing Manager, Caucasian, Married,4,2, California, Own
35, Male, Bachelor's Degree,60000, Software Engineer, Caucasian, Married,4,2, California, Own
35, Gender:Female, Education level:Bachelor's Degree,65000, Occupation:Marketing Specialist, Ethnicity:Asian, Marital status:Married,4,2, State of residence:California, Home ownership:own
30, Male, Bachelor's Degree,75000, Sales Representative, Caucasian, Married,4,2, California, own
35, Male, Bachelor's Degree,75000, Software Engineer, Caucasian, Married,4,2, California, Own
35, Male, Bachelor's Degree,65000, Software Engineer, Caucasian, Married,4,2, California, Own
35, Male, Bachelor’s Degree,65000, Sales Manager, Caucasian, Married,4,2, California, Own
35, Female, Bachelor's Degree,60000, Teacher, Caucasian, Married,4,2, California, Own
35, Male, Bachelor's Degree,60000, Engineer, Caucasian, Married,4,2, California, Own
35, Male, Bachelor's Degree,75000, Engineer, Caucasian, Married,4,2, California, Own
30, Male, Bachelor's Degree,60000, Software Engineer, Caucasian, Married,4,2, California, Own
25, Male, Bachelor’s Degree,55000, Marketing Specialist, Caucasian, Single,2,0, California, Rent
35, Gender: Female, Education level: Bachelor's Degree,75000, Occupation: Marketing Manager, Ethnicity: Caucasian, Marital status: Married,4,2, State of residence: California, Home ownership: own
35, Gender:Female, Education level:Bachelor's Degree,60000, Occupation:Teacher, Ethnicity:Caucasian, Marital status:Married,4,2, State of residence:California, Home ownership:own
29, Female, Bachelor's Degree,55000, Teacher, Caucasian, Married,3,2, California, Rent
30, Gender:Female, Education level:Bachelor's Degree,75000, Occupation:Marketing Specialist, Ethnicity:Caucasian, Marital status:Married,4,2, State of residence:California, Home ownership:own
35, Male, Bachelor's Degree,75000, Teacher, Caucasian, Married,4,2, California, Own
38, Female, Bachelor's Degree,60000, Marketing Manager, Caucasian, Married,4,2, California, Own
34, Male, Bachelor's degree,60000, Engineer, Caucasian, Married,4,2, California, Own
35, Male, Bachelor's Degree,75000, Marketing Specialist, Caucasian, Married,4,2, California, Own
35, Male, Bachelor's Degree,75000, Engineer, Caucasian, Married,4,2, California, Own
35, Male, Bachelor's Degree,75000, Engineer, Caucasian, Married,4,2, California, Own
45, Male, Bachelor’s Degree,75000, Marketing Manager, Caucasian, Married,4,2, California, Own
25, Male, Bachelor's Degree,50000, Marketing Specialist, Caucasian, Single,2,0, California, rent
34, Male, Bachelor's Degree,75000, Marketing Manager, Caucasian, Married,4,2, California, Own
35, Gender: Female, Education level: Bachelor's Degree,75000, Occupation: Marketing Manager, Ethnicity: Caucasian, Marital status: Married,4,2, State of residence: California, Home ownership: own
35, Male, Bachelor's,65000, Engineer, Caucasian, Married,4,2, California, own
32, Male, Bachelor's Degree,60000, Engineer, Caucasian, Married,4,2, California, Own
35, Gender:Female, Education level:Bachelor's Degree,60000, Occupation:Teacher, Ethnicity:Hispanic, Marital status:Married,4,2, State of residence:California, Home ownership:own
45, Male, Bachelor's Degree,75000, Engineer, Caucasian, Married,4,2, California, Own
25, Male, Bachelor's Degree,60000, Teacher, Caucasian, Married,4,2, California, rent
34, Male, Bachelor's Degree,75000, Engineer, Caucasian, Married,4,2, California, Own
30, Female, Bachelor's Degree,60000, Teacher, Caucasian, Married,4,2, California, Rent
35,Male,Bachelor's Degree,60000,Engineer,White,Married,4,2,California,own
35, Male, Bachelor's Degree,65000, Engineer, Caucasian, Married,4,2, California, own
35, Female, Bachelor's Degree,75000, Teacher, Caucasian, Married,4,2, California, Own
34, Female, Bachelor's Degree,65000, Marketing Manager, Caucasian, Married,4,2, California, Own
30, Gender:Female, Education level:Bachelor's Degree,75000, Occupation:Teacher, Ethnicity:Hispanic, Marital status:Married,4,2, State of residence:California, Home ownership:own
36, Female, Bachelor's Degree,65000, Marketing Specialist, Caucasian, Married,4,2, California, Own
32, Male, Bachelor's Degree,60000, Engineer, Caucasian, Married,4,2, California, Own
29, Male, Bachelor's Degree,55000, Marketing Specialist, Caucasian, Married,4,2, California, Rent
35,Male,Bachelor's Degree,75000,Accountant,White,Married,4,2,California,own
34, Male, Bachelor’s Degree,60000, Software Engineer, Caucasian, Married,4,2, California, Own
25, Male, Bachelor's,60000, Engineer, Caucasian, Single,2,0, California, Rent
35, Male, Bachelor's degree,75000, Engineer, Caucasian, Married,4,2, California, Own
30, Male, Bachelor's Degree,60000, Marketing Manager, Caucasian, Married,4,2, California, Own
35, Male, Bachelor's Degree,60000, Engineer, Caucasian, Married,4,2, California, Own
35, Gender:Female, Education level:Bachelor's Degree,75000, Occupation:Marketing Manager, Ethnicity:Caucasian, Marital status:Married,4,2, State of residence:California, Home ownership:own
40,Male,College degree,60000,Engineer,White,Married,3,2,California,own
